movieid;country;addition;time
2396028;UK;N;100
2396028;USA;N;122
2396330;N;N;88
2396366;Australia;N;80
2396366;Spain;N;90
2396366;USA;N;83
2396390;N;(12 episodes);200
2396390;UK;(feature);86
2396390;USA;(feature);61
2397128;N;N;113
2397128;Spain;(cut version);110
2397272;N;N;101
2397663;N;N;117
2397781;N;N;96
2398900;N;N;93
2398907;N;N;88
2398908;N;N;96
2400037;N;N;101
2400056;N;N;94
2400921;N;N;100
2400921;N;(TCM print);92
2401353;N;N;84
2401441;N;N;115
2401724;N;N;102
2401724;Germany;(TV version);97
2401750;N;N;137
2401750;USA;(special edition);152
2401750;USA;(extended special edition);154
2401814;N;N;132
2402234;N;N;80
2402234;USA;(DVD version);81
2402490;N;(1998 alternate version);118
2402490;N;(18.7 fps);137
2402836;N;N;83
2402836;Argentina;(Mar del Plata Film Festival);83
2402907;N;N;103
2403659;N;N;112
2403807;N;N;105
2403883;N;N;108
2403883;USA;(Director's cut);149
2404002;N;N;102
2404248;N;N;101
2404464;N;N;102
2404844;N;N;93
2405097;N;N;86
2405559;N;N;88
2405780;N;N;91
2405780;USA;N;85
2405818;N;N;92
2405835;N;(original version);139
2405835;N;(special edition);171
2405972;N;N;111
2406080;N;N;99
2406092;N;N;82
2406259;N;N;103
2406308;N;N;73
2406308;Argentina;N;89
2406458;Argentina;N;92
2406458;France;N;92
2406458;Germany;N;94
2406458;Spain;(DVD edition);90
2406458;USA;N;96
2406464;N;N;104
2406475;N;N;102
2406479;N;N;92
2406492;N;N;99
2406749;N;N;105
2406808;N;N;139
2406910;N;N;107
2407102;N;N;83
2407115;N;N;108
2407308;Germany;N;84
2407308;UK;N;81
2407502;N;N;114
2407577;N;N;117
2408078;N;N;125
2408096;N;N;62
2408133;N;N;134
2408166;N;N;100
2408167;N;N;88
2408389;N;N;78
2408482;N;N;115
2408762;N;N;117
2408762;Germany;(cut version);116
2408977;N;N;112
2409051;Canada;(Ontario);119
2409051;Spain;N;111
2409051;USA;N;115
2409070;N;N;114
2409105;N;N;109
2409402;N;N;89
2409655;N;N;84
2409655;Australia;N;89
2409708;N;N;94
2409717;N;N;90
2409764;N;N;101
2409949;N;N;129
2410182;N;N;112
2410273;N;(Turner library print) (copyright length);112
2410338;N;N;72
2410484;N;N;96
2410667;N;N;102
2410686;N;N;80
2410691;N;N;83
2410916;N;N;84
2410977;Germany;N;8
2411034;N;N;99
2411215;N;N;105
2411361;N;N;112
2411492;N;N;114
2411558;N;(DVD);68
2411558;N;N;92
2411762;N;N;120
2411839;N;N;172
2412295;N;N;92
2412397;USA;(approx.);17
2412502;N;N;105
2412514;USA;N;84
2412518;N;N;165
2412620;N;N;100
2412638;N;N;91
2412676;N;N;90
2412686;N;N;117
2412740;N;N;91
2412859;N;N;114
2412859;N;(pre-release version);116
2412879;N;N;98
2412918;N;N;86
2412945;N;N;89
2413158;N;N;117
2413168;N;N;119
2413457;N;N;80
2413536;N;N;98
2413799;N;N;81
2413948;N;N;86
2413948;USA;N;82
2414050;USA;N;85
2414153;N;N;104
2414225;N;N;133
2414225;USA;(extended version);148
2414400;N;N;77
2414419;N;N;129
2414571;N;N;118
2414595;N;N;125
2414767;N;N;108
2414767;South Korea;(cut);102
2414877;N;N;89
2415240;N;N;114
2415240;UK;N;107
2415427;N;N;125
2415427;West Germany;N;100
2415482;N;N;90
2415512;N;(uncut version);82
2415512;USA;(TCM print);70
2415560;N;N;89
2415703;N;N;97
2415723;N;N;86
2415946;N;N;115
2415964;N;N;161
2415971;N;N;135
2416139;N;(TCM print);100
2416189;N;N;90
2416319;N;N;108
2416319;Australia;N;106
2416380;N;N;98
2416410;N;N;97
2416504;N;N;114
2416982;N;N;30
2417002;N;N;107
2417002;Germany;N;98
2417211;N;N;111
2417216;N;N;96
2417640;N;N;110
2418230;N;N;91
2418253;N;N;85
2418326;N;N;104
2418525;N;N;107
2418525;Germany;(director's cut);109
2418557;N;N;102
2418562;N;N;105
2418562;USA;N;101
2418704;N;N;113
2418726;N;N;121
2419706;N;N;126
2419797;N;N;71
2419930;Norway;N;75
2419930;USA;N;76
2419930;USA;(uncut version);78
2419964;N;N;98
2419964;West Germany;N;93
2420111;N;N;119
2420229;Japan;N;93
2420229;USA;N;90
2420761;N;N;154
2420795;N;N;119
2421052;N;N;118
2421210;N;N;91
2421254;N;N;113
2421254;N;(TV version);132
2421550;N;N;126
2421643;N;N;113
2421720;N;N;124
2421720;USA;(R-rated version);98
2421914;N;N;110
2422396;N;N;102
2422513;N;N;101
2422712;N;N;88
2422818;N;N;105
2422979;N;N;111
2422996;N;N;102
2422996;Australia;N;97
2422996;Germany;(cut version);98
2423002;N;N;84
2423004;N;N;102
2423044;N;N;124
2423061;N;N;81
2423061;Argentina;N;92
2423072;N;N;76
2423104;N;N;89
2423139;N;N;112
2423315;N;N;97
2423437;N;N;82
2423437;Japan;N;83
2423557;N;N;101
2424023;N;N;93
2424038;N;N;122
2424563;N;N;92
2424563;Germany;N;85
2424628;N;N;87
2424628;Germany;(TV version);81
2424777;N;N;103
2425159;N;N;100
2425160;N;N;93
2425205;N;N;106
2425222;N;N;182
2425640;N;N;94
2425835;Spain;N;96
2425835;USA;N;95
2425880;N;N;96
2425936;N;N;144
2425936;Turkey;(TV version);136
2425966;N;N;130
2426074;N;N;107
2426553;N;N;150
2426757;N;N;112
2427282;N;N;83
2427282;USA;(R-rated version);75
2427355;N;N;140
2427591;N;N;108
2428475;N;N;117
2428555;Argentina;N;116
2428555;USA;N;112
2428578;N;N;100
2428775;N;N;124
2428934;N;N;114
2429043;N;N;118
2429253;N;N;122
2429270;N;N;105
2429271;N;N;102
2429381;N;N;95
2429382;N;N;109
2429495;N;N;162
2429506;N;N;99
2429962;N;N;129
2430234;N;N;122
2430234;N;(director's cut);132
2430236;N;N;110
2430482;N;N;79
2430658;N;N;114
2430658;Australia;N;110
2430810;N;N;104
2430959;N;N;131
2431294;N;N;116
2431294;Finland;N;112
2431294;Spain;N;114
2431451;Portugal;N;94
2431451;UK;N;100
2431451;UK;(theatrical version) (2012);112
2431451;USA;N;129
2431691;N;N;97
2431715;N;(DVD version);88
2431715;N;N;98
2432016;N;N;100
2432016;Norway;N;101
2432016;Spain;(DVD edition);95
2432049;N;N;126
2432285;N;N;100
2432392;N;N;108
2432424;N;N;108
2432757;N;N;154
2433039;N;N;103
2433086;N;N;137
2433193;Argentina;N;106
2433193;USA;N;106
2433314;N;N;100
2433445;N;N;91
2433450;N;N;90
2433612;N;N;94
2433613;N;N;96
2433626;N;N;105
2433700;N;N;69
2433734;N;N;89
2434036;N;N;89
2434036;Australia;N;92
2434412;N;N;83
2434561;N;N;104
2434664;N;N;110
2434664;USA;(director's cut);123
2434795;N;N;130
2434818;N;N;91
2434846;N;N;99
2434873;N;N;96
2434873;Belgium;(video version);80
2434873;Sweden;(cut);90
2434963;N;N;118
2435197;N;N;129
2435394;Spain;N;96
2435394;USA;N;100
2435509;N;N;85
2435520;N;N;90
2435520;Canada;N;93
2435620;N;N;97
2435625;N;N;107
2435697;N;N;124
2435713;N;N;116
2435881;N;N;115
2435881;Australia;(uncut version);116
2435972;N;N;104
2435974;N;N;109
2435997;N;N;67
2436084;N;N;74
2436288;N;N;114
2437007;Germany;N;110
2437007;USA;N;110
2437039;N;N;109
2437062;N;N;91
2437170;N;N;84
2437277;N;N;175
2437299;N;N;200
2437300;N;N;162
2437300;USA;(video version);169
2437320;N;N;109
2437321;N;N;98
2437383;N;(24 fps) (original version: Los Angeles, California, 1925);95
2437383;USA;(1942 re-release);72
2437383;USA;(24 fps) (edited version: New York release, 1925);81
2437434;N;N;130
2437452;N;N;94
2437630;USA;N;105
2437728;N;N;138
2437803;Argentina;N;104
2437803;Brazil;N;104
2437803;USA;N;103
2437961;N;N;111
2437988;N;N;114
2438101;N;N;115
2438147;N;N;106
2438272;N;N;129
2438272;West Germany;(cut version);108
2438279;N;N;107
2438541;N;N;125
2438568;N;N;172
2438716;N;N;85
2438760;N;N;74
2438765;N;N;95
2438827;N;N;160
2438827;Spain;(DVD edition);146
2438866;N;N;115
2438986;N;N;91
2439001;N;N;176
2439001;USA;(roadshow version);185
2439001;West Germany;N;110
2439154;N;N;152
2439306;N;N;189
2439451;N;N;110
2439616;N;N;92
2439616;Argentina;N;98
2439860;N;N;158
2439860;Sweden;N;156
2440155;N;N;110
2440247;N;N;91
2440300;N;N;141
2440300;Sweden;N;118
2440300;USA;(re-release);159
2440300;USA;(original version);164
2440730;N;(DVD version);112
2440730;N;N;89
2440732;N;N;112
2440733;N;N;113
2440733;Switzerland;N;112
2441467;N;N;114
2441476;N;N;96
2441559;N;N;74
2441791;N;N;88
2441957;N;N;71
2442181;N;N;91
2442666;N;N;170
2442759;N;N;130
2442836;UK;N;112
2442836;USA;N;102
2443071;N;N;85
2443099;N;N;140
2443099;Germany;N;141
2443099;Spain;N;146
2443201;N;N;91
2443214;N;N;111
2443380;N;N;91
2443380;Denmark;N;87
2443403;N;N;97
2443509;N;N;134
2443522;N;N;106
2443522;USA;N;111
2443624;N;N;146
2443655;N;N;134
2443779;N;N;112
2443864;N;N;117
2443864;N;(TCM print);119
2444103;N;N;101
2444128;N;N;105
2444223;N;N;80
2444273;N;N;94
2444351;N;N;96
2444539;N;N;110
2444638;N;N;110
2444642;N;N;100
2444704;N;N;157
2444722;N;N;102
2445189;N;N;71
2445248;N;N;109
2445287;N;N;86
2445390;N;N;96
2445390;USA;(director's cut);99
2445527;N;N;124
2445594;N;N;81
2445757;N;N;94
2445763;Argentina;N;82
2445763;USA;N;82
2445832;N;N;106
2445853;N;N;91
2446143;N;N;91
2446151;N;N;101
2446203;N;N;139
2446368;N;N;78
2446369;N;N;111
2446421;N;N;118
2446494;N;N;126
2446501;N;N;113
2446644;N;N;83
2446778;N;(1971 edit with new Chaplin score);50
2446778;N;N;68
2446778;Germany;N;54
2446782;N;N;104
2446984;N;N;69
2447022;N;N;85
2447027;N;N;141
2447082;N;N;138
2447114;N;N;91
2447163;N;N;133
2447164;N;N;87
2447248;N;N;103
2447823;N;N;94
2447864;N;N;96
2448078;N;N;111
2448577;N;N;87
2448585;N;N;113
2448629;N;N;104
2448671;N;N;163
2448671;N;(television version);219
2448908;N;N;85
2449148;N;N;118
2449148;N;(director's cut);127
2449330;N;N;103
2449498;N;N;164
2449525;N;N;92
2449530;N;N;116
2449729;Argentina;N;102
2449729;Spain;N;102
2449729;UK;N;104
2449747;N;N;112
2449747;USA;(director's cut);117
2450038;N;N;107
2450038;USA;(director's cut);140
2450051;N;N;94
2450102;N;N;100
2450102;Germany;(TV version);95
2450394;N;N;67
2450589;USA;N;87
2450945;N;N;90
2451008;N;N;116
2451328;N;N;89
2451386;USA;N;86
2451456;N;N;89
2451832;N;N;83
2451897;N;(TCM print);93
2451910;N;N;82
2451959;N;N;72
2452304;N;N;124
2452580;N;N;112
2452617;N;N;121
2452719;N;N;97
2452768;N;N;178
2452910;N;N;132
2452938;N;N;86
2452983;N;N;106
2453256;N;N;102
2453314;N;N;101
2453333;N;N;129
2453494;N;N;88
2453747;N;N;99
2453777;UK;N;96
2454098;N;N;18
2454234;N;N;107
2454636;N;N;128
2455724;N;N;100
2456019;N;N;94
2456020;N;N;75
2456021;N;N;120
2456181;N;N;129
2456218;N;N;115
2456265;N;N;103
2456292;N;N;104
2456555;N;N;91
2456557;N;N;93
2456585;N;N;119
2456586;N;N;125
2456637;N;N;126
2456741;N;(restored version) (20 fps);100
2456741;N;N;110
2456741;Portugal;(20 fps);110
2456741;UK;(theatrical version) (2012);101
2456944;N;N;94
2456944;Portugal;(censored version);90
2457168;N;N;101
2457188;N;N;136
2457234;N;N;89
2457384;N;N;95
2457395;N;N;97
2457441;N;N;88
2457441;Argentina;N;90
2457464;N;N;136
2458438;N;N;100
2458457;N;N;100
2458457;Poland;N;99
2458634;N;N;89
2458858;N;N;111
2458984;N;N;126
2458984;Poland;(DVD);122
2459227;N;N;125
2459369;N;N;92
2459443;N;N;77
2459538;N;N;91
2459856;N;N;103
2459965;N;N;117
2460167;Spain;N;57
2460167;USA;N;57
2460382;N;N;73
2460383;USA;N;88
2460384;N;N;125
2460384;UK;(cut);115
2460402;N;N;62
2460404;N;N;61
2460406;N;N;67
2460410;N;N;60
2460419;N;N;85
2460419;USA;(video version);89
2460422;N;N;95
2460432;N;N;94
2460492;N;N;97
2461007;N;N;93
2461085;N;N;85
2461086;N;N;85
2461096;France;N;98
2461096;UK;N;93
2461289;N;N;134
2461289;USA;(Director's Cut);144
2461385;N;N;90
2461385;West Germany;(cut version);82
2461485;N;N;140
2461549;N;N;91
2461598;N;N;114
2461620;N;N;90
2461620;Germany;N;86
2461620;UK;N;89
2461620;USA;N;89
2461621;Germany;N;95
2461621;UK;N;100
2461621;USA;N;95
2461650;N;N;112
2462106;N;N;113
2462106;N;(Extended Edition);123
2462112;N;N;108
2462112;Germany;(TV version);99
2462153;N;N;107
2462177;N;N;96
2462304;N;N;93
2462408;N;N;106
2462515;N;N;76
2462595;N;N;133
2462958;N;N;107
2462959;N;N;95
2463037;N;N;111
2463128;N;N;105
2463129;N;N;97
2463153;N;N;130
2463153;Germany;N;120
2463462;N;N;86
2463620;N;N;100
2463622;N;N;98
2463624;N;N;111
2463624;Germany;(cut version);107
2463946;N;N;90
2463959;N;N;105
2464197;N;N;115
2464545;N;N;129
2464635;N;N;90
2464684;N;N;116
2464684;Portugal;N;103
2464699;N;N;135
2464777;N;(2005 edition);114
2464777;N;N;91
2464994;N;N;80
2464994;Argentina;N;100
2465091;N;N;101
2465142;N;N;98
2465145;N;N;88
2465208;N;N;112
2465224;N;N;113
2465279;N;(re-release);115
2465279;N;(re-release);119
2465279;N;N;125
2465279;N;(original release);132
2465279;N;(edited television version);94
2465279;Portugal;N;112
2465320;N;N;129
2465321;N;N;127
2465773;N;N;165
2465773;N;(extended version);175
2465893;N;N;124
2465999;N;N;141
2466152;N;N;129
2466194;UK;N;113
2466403;N;N;130
2466489;N;N;96
2466584;N;N;84
2466643;N;N;100
2466743;N;N;93
2466743;N;(1929 re-release);95
2466743;Argentina;N;93
2466743;Canada;(Ontario);106
2466743;UK;(original release);101
2466743;USA;(DVD version);107
2466743;USA;(1995 version);92
2466782;N;N;112
2466916;N;N;121
2466916;Australia;N;114
2467141;N;N;126
2467591;N;N;124
2467606;N;N;104
2467606;Germany;N;90
2467655;N;N;75
2467655;UK;(theatrical version) (2012);92
2467993;N;N;99
2468093;N;N;121
2468205;N;N;144
2468209;N;N;117
2468266;N;N;177
2468270;N;N;122
2468555;N;N;123
2468663;N;N;97
2469053;N;N;99
2469075;N;N;132
2469104;N;N;98
2469496;N;N;88
2469602;N;N;112
2469755;N;N;98
2469815;N;N;110
2469819;N;N;113
2470056;N;N;109
2470130;N;N;82
2470287;N;N;112
2470444;N;N;95
2470520;N;N;107
2470557;N;N;129
2470575;Argentina;N;93
2470575;Australia;N;93
2470575;USA;N;92
2470769;N;N;104
2470910;N;N;135
2471102;N;N;100
2471175;N;N;86
2471217;N;N;128
2471265;N;N;105
2472087;N;N;93
2472244;N;N;110
2472260;N;N;94
2472260;N;(TCM print);96
2472292;N;N;134
2472391;N;N;87
2472391;USA;(extended cut);96
2472393;N;N;118
2472393;Australia;N;114
2472465;N;N;78
2472467;USA;N;77
2472800;N;N;113
2472807;N;(uncut version);95
2472807;Argentina;N;90
2472807;Canada;N;93
2472807;Finland;(video) (1997);82
2472807;Sweden;N;86
2472807;UK;(DVD);83
2472807;USA;(cut version);86
2473007;N;N;94
2473215;N;N;193
2473304;N;N;79
2473585;N;N;122
2473638;N;N;108
2473798;N;N;89
2473917;N;N;118
2474020;N;N;136
2474065;N;N;108
2474100;N;N;100
2474100;USA;(edited version);98
2474705;N;N;79
2474705;USA;(extended version);83
2474742;N;N;154
2474783;Germany;N;106
2474783;USA;N;109
2474888;N;N;101
2475103;N;N;87
2475166;N;N;116
2475195;Spain;N;108
2475195;UK;N;103
2475195;USA;N;103
2475387;N;N;117
2475387;Argentina;N;118
2475423;N;N;97
2475442;N;N;77
2475680;N;(2000 restored version);98
2475680;Sweden;N;115
2475682;N;N;135
2475939;N;N;101
2476119;N;N;120
2476201;France;N;80
2476233;N;N;119
2476335;N;N;88
2476415;N;N;60
2476422;N;N;95
2476484;N;N;101
2476743;N;N;82
2476750;N;N;103
2477259;N;N;97
2477403;N;N;108
2477403;Canada;(edited version);93
2477524;N;N;91
2477525;N;N;104
2477653;N;N;142
2477732;N;N;138
2477894;N;(cut) (European version);119
2477894;N;(cut);142
2477894;N;(original version);146
2477986;N;N;104
2477986;France;N;89
2477986;USA;N;89
2478017;N;N;99
2478105;N;N;93
2478286;N;N;116
2478414;N;N;118
2479024;N;N;107
2479029;N;N;107
2479085;USA;(Hypercube restored version);77
2479134;N;N;106
2479393;N;N;146
2479393;USA;N;127
2479418;N;N;77
2479771;N;N;114
2479989;N;(1969 alternate version);68
2480294;N;N;174
2480359;USA;N;50
2480499;N;N;110
2480572;N;N;110
2480579;N;N;82
2480764;N;N;83
2480924;N;N;117
2481073;N;N;125
2481073;Sweden;(cut version);123
2481424;N;N;109
2481424;Argentina;N;110
2481584;N;N;115
2481584;UK;(2004 DVD release);100
2481584;UK;(2001 DVD release);110
2481636;Canada;N;90
2481665;N;N;129
2482169;N;N;95
2482282;N;N;112
2482834;N;N;94
2482876;N;N;97
2482887;N;N;114
2482925;N;N;81
2482925;Argentina;N;85
2482984;N;N;110
2483077;N;N;100
2483187;N;N;122
2483470;Argentina;N;90
2483470;Germany;N;90
2483470;UK;N;89
2483470;USA;N;90
2483519;N;N;112
2483674;N;N;79
2483838;N;N;104
2483957;N;N;139
2484054;N;N;122
2484082;N;N;100
2484104;N;N;87
2484104;Germany;(TV version);81
2484656;N;N;107
2484852;N;N;98
2484853;N;(original uncut version);101
2484853;Canada;(Ontario) (cut);89
2484924;N;N;101
2485001;N;N;103
2485008;N;N;91
2485013;N;N;170
2485015;N;N;109
2485041;N;N;87
2485041;USA;(re-issue version);81
2485041;USA;(original US 16 mm television syndication prints);85
2485156;N;N;104
2485156;USA;N;93
2485163;N;N;119
2485237;N;N;100
2485256;N;N;102
2485257;N;N;113
2485327;USA;N;71
2485393;N;N;105
2485547;N;N;91
2485620;N;N;99
2485682;N;N;77
2485831;N;N;82
2485971;UK;N;81
2485971;USA;N;81
2486246;N;N;165
2486283;N;N;87
2486283;Argentina;(Mar del Plata Film Festival);87
2486283;Canada;N;78
2486283;Japan;N;92
2486283;USA;(R-rated version);78
2486283;USA;(unrated version: Directors Cut);82
2486285;N;N;96
2486285;Norway;(Unrated Director's Cut);102
2486285;USA;(unrated version);103
2486286;N;(director's cut);102
2486655;N;N;84
2486655;Argentina;N;85
2486817;N;N;126
2487055;N;N;94
2487095;N;N;108
2487210;N;N;99
2487295;N;N;9
2487366;N;N;103
2487415;N;N;97
2487653;N;N;91
2487726;N;N;94
2487884;N;N;137
2488034;N;N;93
2488034;Argentina;N;92
2488034;Australia;N;91
2488034;France;N;91
2488034;UK;N;91
2488227;N;N;171
2488375;N;N;88
2488990;N;N;119
2489145;N;N;106
2489362;N;N;100
2489534;N;N;100
2489627;N;N;129
2489677;N;N;99
2490074;N;N;97
2490074;Germany;(TV version);90
2490655;N;N;85
2490779;N;N;88
2490945;N;N;126
2490998;N;N;96
2491016;N;N;98
2491020;N;(DVD);119
2491020;N;N;123
2491068;N;N;85
2491349;N;N;90
2491493;N;N;118
2491565;N;N;119
2491565;Spain;N;120
2491802;USA;N;57
2491830;N;N;95
2492491;N;N;98
2492509;N;N;111
2492644;N;N;101
2492725;USA;N;145
2492771;N;N;93
2493094;N;N;102
2493184;N;N;117
2493184;West Germany;N;105
2493193;N;N;108
2493193;Turkey;(TV version);95
2493239;N;N;98
2493444;N;N;101
2493503;N;N;70
2493709;N;N;88
2493775;N;N;133
2493900;N;N;106
2493900;Germany;N;102
2494140;N;N;128
2494739;N;N;105
2494787;N;N;30
2494814;N;N;121
2494890;N;N;115
2494910;N;N;103
2494924;N;N;115
2495198;N;N;99
2495779;N;N;130
2495820;N;N;94
2496353;N;N;119
2496353;Turkey;(TV version);107
2496353;USA;(extended cut);130
2496608;N;N;98
2496767;N;N;92
2496783;N;N;98
2496840;N;(original version);129
2496840;USA;(current version);120
2497211;N;N;100
2497303;N;N;115
2497412;N;N;92
2497499;N;N;98
2497612;N;N;98
2498040;Canada;N;119
2498040;Japan;N;121
2498143;N;N;82
2498578;N;N;100
2498766;N;N;85
2499216;N;N;63
2499216;Spain;N;55
2499368;N;N;117
2499488;N;N;114
2499704;N;N;113
2499704;Germany;(German version);105
2499704;USA;N;104
2499854;N;N;115
2499970;N;N;98
2500022;N;N;93
2500735;Spain;N;87
2500735;UK;N;86
2500735;USA;N;86
2500886;N;N;130
2500912;N;N;115
2501253;N;N;99
2501343;N;N;99
2502098;N;N;94
2502334;N;N;101
2502501;N;N;75
2503087;N;N;116
2503087;Japan;(original release);103
2503087;USA;N;110
2503342;N;N;101
2503584;N;N;99
2503810;N;N;135
2503827;N;N;112
2504015;N;N;85
2504449;N;N;94
2504464;N;N;98
2504469;N;N;194
2504794;N;N;162
2504995;N;N;99
2505066;N;N;106
2505110;N;N;106
2505110;Argentina;N;110
2505183;N;N;93
2505263;N;N;129
2505515;N;N;105
2505595;N;N;109
2506826;N;N;101
2507383;N;N;87
2507383;Argentina;(Mar del Plata Film Festival);87
2507620;Argentina;N;115
2507620;Sweden;N;126
2507620;UK;N;125
2507620;USA;N;115
2507690;N;N;128
2507690;USA;(director's cut);121
2507787;N;N;97
2508020;N;N;130
2508020;USA;(director's cut);134
2508085;N;N;111
2508103;N;N;97
2508265;N;N;119
2509455;N;N;110
2509481;N;N;101
2509481;USA;(re-release) (re-edited version);81
2509643;N;(edited version);127
2509643;N;N;143
2509643;Portugal;N;125
2509799;N;N;160
2509841;N;N;144
2509841;N;(Extended Japanese Edition 2009);160
2509841;Japan;N;149
2509841;UK;N;137
2510141;N;N;128
2510141;France;N;126
2510141;Germany;N;126
2510141;Netherlands;N;118
2510661;N;N;111
2510683;N;N;113
2511051;N;N;96
2511131;N;(restored version);111
2511131;N;N;95
2511131;Germany;(1998 alternate version);111
2511131;Spain;(DVD edition);106
2511131;USA;(1975 alternate version);108
2511131;USA;(director's cut);112
2511307;N;N;104
2511419;USA;N;85
2512048;N;N;81
2512048;Turkey;(TV version);74
2512050;N;N;92
2512050;Turkey;(TV version);82
2512132;N;N;118
2512132;N;(FMC Library Print) (dvd release);122
2512542;N;N;116
2513057;N;N;89
2513082;N;N;103
2513237;N;N;94
2513519;N;N;80
2514865;N;N;101
2514980;Italy;N;116
2515489;N;N;95
2515573;N;N;86
2516147;N;N;98
2516166;N;N;107
2516358;N;N;89
2516406;N;N;98
2517067;N;N;94
2517305;USA;N;116
2517391;N;N;93
2517414;N;N;91
2517415;N;N;98
2517416;N;N;99
2517491;France;N;123
2517491;Germany;N;120
2518007;N;N;83
2518391;N;N;127
2518423;N;N;128
2518451;N;N;141
2518541;N;N;120
2518541;USA;(unrated director's cut);121
2518736;N;N;107
2518905;N;N;106
2519338;N;N;96
2520062;N;N;105
2520326;N;N;102
2520706;N;N;99
2520712;N;N;100
2520896;N;N;86
2521170;Sweden;N;96
2521170;USA;N;97
2521605;N;N;12
2521652;N;N;129
2521851;N;N;94
2521986;N;N;111
2522004;N;N;135
2522027;N;N;99
2522182;N;N;100
2522318;N;N;113
2522447;N;N;85
2522562;N;N;102
2522562;USA;N;99
2522618;N;N;108
2522618;Spain;N;109
2522651;USA;(DVD version);10
2522674;N;N;84
2522758;N;N;96
2522948;N;N;104
2522957;N;N;118
2523180;N;N;87
2523180;Argentina;N;90
2523180;UK;N;84
2524414;N;N;125
2524549;N;N;116
2524640;N;N;131
2524696;N;N;99
2525819;N;N;113
2525874;Argentina;N;116
2525874;Germany;N;100
2525874;Italy;N;117
2525874;Portugal;N;91
2525874;USA;N;94
2527825;N;N;108
2528355;N;N;102
2528406;USA;N;90
2529538;N;N;82
2529538;Argentina;N;94
2529538;Romania;N;94
2531186;N;N;102
2531311;N;N;117
2531311;West Germany;N;111
2531457;N;N;103
2531460;N;N;100
2531460;Germany;(16-rated version);92
2531488;N;N;110
2531488;USA;(TV);111
2531770;N;N;98
2532030;N;N;170
2532030;N;(director's cut);320
2532030;USA;N;167
2532198;N;N;80
2532198;Portugal;(director's cut);87
2532812;N;N;80
2533425;N;N;117
2533451;N;N;131
2533461;N;N;57
2533625;Argentina;N;102
2533625;UK;N;105
2533625;USA;N;103
2533992;N;N;102
2533992;Germany;(TV version) (heavily cut);84
2533997;N;N;83
2534991;N;N;93
2536738;N;N;73
2536827;N;N;124
2537109;N;N;115
2537149;N;N;86
2537704;N;N;99
2537710;N;N;97
2537793;N;N;103
2537793;Argentina;(Mar del Plata Film Festival);106
2538575;N;N;135
2539567;N;N;98
2540772;N;N;100
2540794;N;N;108
2540794;Argentina;N;106
2540794;Germany;(cut version);104
2541368;N;N;119
2541694;N;N;106
2541694;Germany;N;100
2542489;N;N;93
2542878;N;N;124
2543337;N;N;108
2543337;Canada;N;110
2544143;N;N;23
2544156;Canada;N;88
2544156;USA;N;88
2544531;N;N;128
2544531;USA;(1996 restored version);129
2544594;N;N;100
2545159;Argentina;N;95
2545159;Netherlands;N;93
2545159;Portugal;N;95
2545159;USA;N;91
2545380;N;N;99
2545754;N;N;132
2547352;N;N;77
2547353;N;N;99
2547971;N;N;88
2548449;N;N;106
2548478;N;N;99
2550559;N;N;104
2550858;N;N;107
2551701;N;N;155
2551701;USA;(video version);182
2551718;N;N;105
2553800;N;N;97
2554203;N;N;84
2554361;N;N;124
2554662;N;N;91
2554662;Argentina;N;92
2554699;N;N;105
2554996;N;N;100
2554996;USA;(1997 reissue);100
2554996;USA;(original version);95
2555100;N;N;86
2555555;N;N;81
2555555;USA;N;80
2556055;N;N;58
2556271;N;N;95
2556792;France;N;103
2556792;USA;N;101
2557229;N;N;115
2558123;N;N;101
2558123;Brazil;N;92
2558138;N;N;135
2558138;USA;(director's cut);176
2558441;N;N;94
2558443;N;N;95
2559217;N;N;72
2559249;N;N;101
2559249;UK;N;106
2559529;N;N;102
2559855;N;N;97
2560159;N;N;94
2560564;N;N;103
2560598;Argentina;N;97
2560598;France;(Cannes Film Festival);106
2560598;UK;N;97
2560616;N;N;88
2561165;N;N;94
2561419;N;N;105
2561419;Argentina;(Buenos Aires Festival Internacional de Cine Independiente);105
2561516;N;N;152
2561802;N;N;88
2562193;N;N;99
2562411;N;N;113
2562421;N;N;101
2562422;N;N;134
2562422;Argentina;N;135
2562503;N;N;91
2562822;N;N;130
2562929;N;N;105
2563410;N;N;118
2563451;USA;N;30
2563697;N;N;112
2563736;N;N;94
2564194;N;N;96
2564194;Turkey;(TV version);89
2564560;N;N;94
2564560;Argentina;N;93
2564828;N;N;89
2564953;N;N;126
2565487;N;N;158
2565814;N;N;96
2565851;N;N;120
2565873;N;N;89
2565985;Argentina;N;101
2565985;Germany;N;95
2565985;USA;N;97
2566203;N;N;103
2566262;N;N;82
2566626;N;N;120
2566626;UK;N;115
2566895;N;N;89
2566918;N;N;115
2566918;USA;(VHS version);118
2567049;N;N;101
2567099;N;N;129
2567258;N;N;92
2567467;N;N;104
2567890;N;N;131
2567937;N;N;94
2568399;N;N;116
2568931;N;N;88
2569037;Argentina;N;102
2569037;Canada;(Ontario);102
2569037;Spain;N;102
2569037;UK;N;101
2569037;USA;N;101
2569556;N;N;106
2569583;N;N;98
2569814;N;N;105
2569938;N;N;108
2569938;N;(Unrated Edition);115
2570013;N;N;106
2570133;N;N;118
2570785;N;N;126
2570825;N;N;100
2570825;West Germany;(theatrical version);89
2571171;N;N;96
2571296;N;N;100
